10 0.000808788 0.000594962 1.359394381 0.000830298 0.974093639
20 0.0345362 0.0218356 1.581646486 0.0184575 1.871120141
30 0.110667 0.0800457 1.38254772 0.0732475 1.510863852
35 1.45378 0.705569 2.060436329 0.715741 2.031153727
40 4.06029 1.31838 3.079756974 1.41362 2.872264116
