400 0.157462 0.0166652 0.0181079 9.44855 8.69577
1000 2.29764 0.241173 0.272931 9.52694 8.4184
1400 6.20999 0.658966 0.76244 9.42384 8.14489
2000 18.1961 1.9413 2.13169 9.37316 8.53599
