400 0.154206 0.016253 0.0162132 9.48785 9.51115
1000 2.32225 0.23509 0.246352 9.87814 9.42657
1400 6.18702 0.639314 0.686383 9.67759 9.01395
2000 18.2615 1.86134 1.96719 9.81093 9.28304
