300 0.0006522110 0.0003233200 2.0172306074 0.0012760880 0.0001848210 6.9044534982 
600 0.0027954460 0.0008812510 3.1721337054 0.0084764000 0.0017709730 4.7862954432 
900 0.0106604800 0.0044082150 2.4183212479 0.0071403070 0.0017191450 4.1534059082 
1200 0.0105261350 0.0031648840 3.3259149466 0.0131625030 0.0034789610 3.7834580497 
1400 0.0113742640 0.0021747300 5.2301959324 0.0173264720 0.0036581520 4.7364002371 
