300 0.0004892260 0.0001518660 3.2214320519 0.0032230730 0.0000805580 40.0093473026 
600 0.0019885610 0.0007324240 2.7150407414 0.0029608740 0.0006910240 4.2847629026 
900 0.0032417570 0.0012834550 2.5258049562 0.0052400090 0.0011516020 4.5501909514 
1200 0.0048475020 0.0011048190 4.3875983306 0.0111707050 0.0018587790 6.0097004539 
1400 0.0060858810 0.0026366720 2.3081676447 
